💥｜新闻,#genre#
超哥.what are you弄啥哩 - 红茶妹妹,http://61.241.131.18/tx.rtmp.huya.com/1388457235-1388457235-5963378416219586560-2777037926-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
【五福星】每天都要快乐哦 - 樹袋熊小九九,http://61.241.131.18/tx.rtmp.huya.com/1356780980-1356780980-5827329936934830080-2713685416-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
历年贺岁档 笑就完事儿了 - 浮生没有若梦,http://61.241.131.18/tx.rtmp.huya.com/1524418118-1524418118-6547325962239868928-3048959692-10057-A-0-1-imgplus.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
笑傲帮 顶尖笑匠再登舞台 - SMG开怀时刻,http://61.241.131.18/tx.rtmp.huya.com/1449380946-1449380946-6225043762515542016-2847687614-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
歪果喜剧人也超有意思 - 四大裁子之首,http://61.241.131.18/tx.rtmp.huya.com/1524434111-1524434111-6547394651651833856-3048991678-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
美食纪录片·饿了吗？ - -若凌Provence-,http://61.241.131.18/tx.rtmp.huya.com/1423787851-1423787851-6115122256487120896-2847699158-10057-A-0-1-imgplus.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
粤语专场 经典喜剧片 - 飙车的老司机,http://61.241.131.18/tx.rtmp.huya.com/1448686695-1448686695-6222061977175326720-2847687574-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
我去过的那些地方和我们没了的地方 - 葱花,http://61.241.131.18/tx.rtmp.huya.com/1449588790-1449588790-6225936445698211840-2847699106-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
【许氏三杰】快来 就差你了 - 科技这样玩,http://61.241.131.18/tx.rtmp.huya.com/1524434070-1524434070-6547394475558174720-3048991596-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
喜剧脱口秀  笑傲江湖 - SMG爆笑舞台,http://61.241.131.18/tx.rtmp.huya.com/1423787824-1423787824-6115122140523003904-2847699104-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
港剧经典：成奎安喜剧合集 - 笙歌,http://61.241.131.18/tx.rtmp.huya.com/1423787870-1423787870-6115122338091499520-2847699196-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
你能猜到结局吗？ - 邻家少女,http://61.241.131.18/tx.rtmp.huya.com/1423782037-1423782037-6115097285547261952-2847687530-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
浓浓当年情 - -小癲,http://61.241.131.18/tx.rtmp.huya.com/1524439823-1524439823-6547419184505028608-3049003102-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
【喜剧专场】我们一起找乐子 - 小怪兽、,http://61.241.131.18/tx.rtmp.huya.com/1524434089-1524434089-6547394557162553344-3048991634-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
今晚80后脱口秀162我的父亲母亲下 - SMG吐槽担当,http://61.241.131.18/tx.rtmp.huya.com/1423787862-1423787862-6115122303731761152-2847699180-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
够劲，就是中国功夫 - 初心,http://61.241.131.18/tx.rtmp.huya.com/1448738174-1448738174-6222283077796757504-2847699112-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
黄渤合集·影帝秀 - yoo,http://61.241.131.18/tx.rtmp.huya.com/1448737849-1448737849-6222281681932386304-2847687520-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
中国西部刑侦大案纪实 - 苏仨,http://61.241.131.18/tx.rtmp.huya.com/1524418094-1524418094-6547325859160653824-3048959644-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
童年神剧·马小玲的大长腿 - 假装,http://61.241.131.18/tx.rtmp.huya.com/1449698104-1449698104-6226405945753206784-2847699140-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
【杨门女将电影系列】女儿当自强 - 羞涩的茄子,http://61.241.131.18/tx.rtmp.huya.com/1448737814-1448737814-6222281531608530944-2777037662-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
梦立方·益智闯关秀 - SMG梦想成真,http://61.241.131.18/tx.rtmp.huya.com/1524434092-1524434092-6547394570047455232-3048991640-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
中?国?新?相?亲?·大?型?男?女?口?嗨?现?场 - SMG胖月老,http://61.241.131.18/tx.rtmp.huya.com/1449574865-1449574865-6225876638278615040-2847699130-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
喜剧合家欢，开心一整天！ - 牙缝多了根青菜,http://61.241.131.18/tx.rtmp.huya.com/1420969427-1420969427-6103017217580859392-2847687524-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
迪迦奥特曼	 - 嫣然,http://61.241.131.18/tx.rtmp.huya.com/1524418101-1524418101-6547325889225424896-3048959658-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
周星星粤语经典版~ - Yummy,http://61.241.131.18/tx.rtmp.huya.com/1250011-1250011-5368756364640256-2777036638-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
贝爷上线 开饭啦开饭啦 - 来瓶肥宅水,http://61.241.131.18/tx.rtmp.huya.com/1099531752750-1099531752750-86436105162850304-2199063628956-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
河东狮吼-关咏荷的绝世美颜 - 万千星辉来吹水,http://61.241.131.18/tx.rtmp.huya.com/1199563493628-1199563493628-5444378042799489024-2399127110712-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
ri本整人可真有一套 - 狂野女孩i了吗,http://61.241.131.18/tx.rtmp.huya.com/1099531752754-1099531752754-86436122342719488-2199063628964-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
哥哥 大家都很想你 - 老雷,http://61.241.131.18/tx.rtmp.huya.com/1448738325-1448738325-6222283726336819200-3048991600-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
成龙经典武打动作片 - 偷心大盗ヽ龍宝,http://61.241.131.18/tx.rtmp.huya.com/1394565191-1394565191-5989611887484993536-2789253838-10057-A-0-1-imgplus.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
刘德华电影_经典系列 - 安逗和黑仔,http://61.241.131.18/tx.rtmp.huya.com/1394575547-1394575547-5989656366166310912-2789274550-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
李连杰系列 武打高产王 - 核桃姐姐,http://61.241.131.18/tx.rtmp.huya.com/1394565196-1394565196-5989611908959830016-2789253848-10057-A-0-1-imgplus.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
经典好片这里都有，往里进~ - 逗比宝宝,http://61.241.131.18/tx.rtmp.huya.com/1394575551-1394575551-5989656383346180096-2789274558-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
【警匪】不会演戏的警察不是好卧底 - 学妹爱学长,http://61.241.131.18/tx.rtmp.huya.com/1423782050-1423782050-6115097341381836800-2847687556-10057-A-0-1-imgplus.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
【黑帮大片】山鸡哥重现江湖	 - 蓶1淳爷,http://61.241.131.18/tx.rtmp.huya.com/1388472589-1388472589-5963444361147449344-2777068634-10057-A-0-1-imgplus.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
经典高智商犯罪片 - 小牡蛎,http://61.241.131.18/tx.rtmp.huya.com/1423787865-1423787865-6115122316616663040-2847699186-10057-A-0-1-imgplus.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
杰森·斯坦森:郭达是你吗 - 超人的归来,http://61.241.131.18/tx.rtmp.huya.com/1099531752779-1099531752779-86436229716901888-2199063629014-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
怀玉格格 湾湾版还珠格格 - 吞针主播,http://61.241.131.18/tx.rtmp.huya.com/1423782052-1423782052-6115097349971771392-2847687560-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
黑帮斗争 黑与白的对峙，情与义的泯灭 - 麋鹿,http://61.241.131.18/tx.rtmp.huya.com/1394575541-1394575541-5989656340396507136-2789274538-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
港产搞笑·只有善良的人才看的到！！！ - 实力拔萝卜,http://61.241.131.18/tx.rtmp.huya.com/1524418070-1524418070-6547325756081438720-3048959596-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
周润发电影 小马哥归来	 - 开船老湿基,http://61.241.131.18/tx.rtmp.huya.com/1394565192-1394565192-5989611891779960832-2789253840-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
【科幻系列】硬核浪漫 - Fight、Girl,http://61.241.131.18/tx.rtmp.huya.com/1423782061-1423782061-6115097388626477056-2847687578-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
【吴京】京哥看了都说赞	 - 替你挨过揍的朋友,http://61.241.131.18/tx.rtmp.huya.com/1524434090-1524434090-6547394561457520640-3048991636-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
甄子丹 我要打十个 - 主播小贞,http://61.241.131.18/tx.rtmp.huya.com/1423787820-1423787820-6115122123343134720-2847699096-10057-A-0-1-imgplus.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
小时代1 - 我是一颗小虎牙,http://61.241.131.18/tx.rtmp.huya.com/1099531752790-1099531752790-86436276961542144-2199063629036-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
来啊！一起打爆丧尸啊！ - 还我瓢瓢拳,http://61.241.131.18/tx.rtmp.huya.com/1099531752771-1099531752771-86436195357163520-2199063628998-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
治愈佳片吹散心中的小确丧 - 皮皮皮卡卡皮卡丘,http://61.241.131.18/tx.rtmp.huya.com/1099531752785-1099531752785-86436255486705664-2199063629026-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
da宋提刑官·古代刑侦力作 - 一只大懒虫,http://61.241.131.18/tx.rtmp.huya.com/73821423-73821423-317060597529182208-2710090468-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
世界末日会到来吗？ - 我是一颗小虎牙,http://61.241.131.18/tx.rtmp.huya.com/1099531752786-1099531752786-86436259781672960-2199063629028-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
天雷滚滚 这恐怖片我看笑了 - 妖孽CC,http://61.241.131.18/tx.rtmp.huya.com/1449698763-1449698763-6226408776136654848-2847699120-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
科学怪物 - 艾薇宝贝de宝贝,http://61.241.131.18/tx.rtmp.huya.com/1099531752749-1099531752749-86436100867883008-2199063628954-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
过瘾！这些无限循环电影，烧脑停不下来！ - 北岛的诗,http://61.241.131.18/tx.rtmp.huya.com/1388457186-1388457186-5963378205766189056-2777037828-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
太空混战 | 毁灭吧，地球 - 西九龙冠希哥,http://61.241.131.18/tx.rtmp.huya.com/1099531752772-1099531752772-86436199652130816-2199063629000-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
徐老怪·狄仁杰之四大天王 - 元芳看不到,http://61.241.131.18/tx.rtmp.huya.com/1394575536-1394575536-5989656318921670656-2789274528-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
Han国高分动作片 刺激过瘾 - 长岛冰茶-,http://61.241.131.18/tx.rtmp.huya.com/1423782047-1423782047-6115097328496934912-2847687550-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
谍战系列，刺激过瘾 - 个人向,http://61.241.131.18/tx.rtmp.huya.com/1449580415-1449580415-6225900475347107840-2847699190-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
怪兽打架x异形世界：爽就完事了 - 梁非凡吃点啥,http://61.241.131.18/tx.rtmp.huya.com/1099531752770-1099531752770-86436191062196224-2199063628996-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
《情深深雨濛濛》书桓走的第一天，想他 - -惟美,http://61.241.131.18/tx.rtmp.huya.com/1449580358-1449580358-6225900230533971968-2847687552-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
文成公主进藏 - 骚年跟我来听歌,http://61.241.131.18/tx.rtmp.huya.com/1448738217-1448738217-6222283262480351232-2847699222-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
病毒类灾难电影 - Eric次元宝贝,http://61.241.131.18/tx.rtmp.huya.com/1099531752747-1099531752747-86436092277948416-2199063628950-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
电ju惊魂系列 好怕怕 - 胖次过肩摔,http://61.241.131.18/tx.rtmp.huya.com/1423782074-1423782074-6115097444461051904-2847687604-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
虚假！活在这种世界里。。。 - 我是一颗小虎牙,http://61.241.131.18/tx.rtmp.huya.com/1099531752791-1099531752791-86436281256509440-2199063629038-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
测试 - 状元及第粥,http://61.241.131.18/tx.rtmp.huya.com/1099531752774-1099531752774-86436208242065408-2199063629004-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
【国产青春爱情】致青春 - 性感大妈,http://61.241.131.18/tx.rtmp.huya.com/1524439836-1524439836-6547419240339603456-3049003128-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
神hua·穿越过去泡韩妞 - 来听歌呀,http://61.241.131.18/tx.rtmp.huya.com/1423782085-1423782085-6115097491705692160-2847687626-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
孙悟空·90后都懂~ - 铁血真汉子,http://61.241.131.18/tx.rtmp.huya.com/1250011-1250011-5368756364640256-2789253862-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
动作大片·入股不亏！ - 萌美美,http://61.241.131.18/tx.rtmp.huya.com/1449698649-1449698649-6226408286510383104-2847699168-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
最新 最hot 大大大片 - 阿汤哥的影迷,http://61.241.131.18/tx.rtmp.huya.com/1099531752778-1099531752778-86436225421934592-2199063629012-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
萧峰、虚竹、段誉的江湖生涯 - 迷失,http://61.241.131.18/tx.rtmp.huya.com/1524434083-1524434083-6547394531392749568-3048991622-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
警匪犯罪·现在我想做一个好人 - 阿森木木木,http://61.241.131.18/tx.rtmp.huya.com/1449581589-1449581589-6225905517638713344-3048959636-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
徐峥合集·笑一个呗 - 酒窝储存机,http://61.241.131.18/tx.rtmp.huya.com/1524434085-1524434085-6547394539982684160-3048991626-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
贞子重生 - 我是一颗小虎牙,http://61.241.131.18/tx.rtmp.huya.com/1099531752789-1099531752789-86436272666574848-2199063629034-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
利箭特战队出击！ - 一片青青草原,http://61.241.131.18/tx.rtmp.huya.com/1423787882-1423787882-6115122389631107072-2847699220-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
值得一看！You jump，I jump！ - 千与千寻的思考,http://61.241.131.18/tx.rtmp.huya.com/1099531752783-1099531752783-86436246896771072-2199063629022-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
杰森斯坦森硬汉动作片 - 里昂保护的玛蒂达,http://61.241.131.18/tx.rtmp.huya.com/1099531752784-1099531752784-86436251191738368-2199063629024-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
张卫健与郭晋安闯荡江湖的奇异之事 - 暴走君丶阿罪,http://61.241.131.18/tx.rtmp.huya.com/1394575546-1394575546-5989656361871343616-2789274548-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
【赛车电影】秋名山我来了 - 昔日女神柳清茶-,http://61.241.131.18/tx.rtmp.huya.com/1354978385-1354978385-5819587850361896960-2710080226-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
好莱坞挑大梁的史皇威尔 - 周星星梦里的朱茵,http://61.241.131.18/tx.rtmp.huya.com/1099531752780-1099531752780-86436234011869184-2199063629016-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
古今大战僵尸情 - 我是一颗小虎牙,http://61.241.131.18/tx.rtmp.huya.com/1099531752788-1099531752788-86436268371607552-2199063629032-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
瞬间炸裂！超燃开场 - 阿飞,http://61.241.131.18/tx.rtmp.huya.com/1423787819-1423787819-6115122119048167424-2847699094-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
这才是赛车哇 - 炙恋兽兽,http://61.241.131.18/tx.rtmp.huya.com/1448731701-1448731701-6222255276473450496-2789274560-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
魔法世界，经费在燃烧的大制作！ - 喜来乐狮子头,http://61.241.131.18/tx.rtmp.huya.com/1099531752773-1099531752773-86436203947098112-2199063629002-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
反转又反转！高智商的集合了 - 大铁锅炖大大鹅,http://61.241.131.18/tx.rtmp.huya.com/1099531752768-1099531752768-86436182472261632-2199063628992-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
【命案十三宗】十三宗真实案件 - 小蘑菇,http://61.241.131.18/tx.rtmp.huya.com/1449588725-1449588725-6225936166525337600-3048959678-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
